title,director,cast,genres,revenue,vote_average,popularity
Abduction (2011),John Singleton,Taylor Lautner / Lily Collins / Alfred Molina,Thriller / Action / Mystery,82087155,5.6,19.893646
On Her Majesty's Secret Service (1969),Peter R. Hunt,George Lazenby / Diana Rigg / Telly Savalas,Adventure / Action / Thriller,81974493,6.5,25.289665
Act of Valor (2012),Mike McCoy,Roselyn Sánchez / Emilio Rivera / Nestor Serrano,Action / Thriller / War,81272766,6.3,21.958055
Jimmy Neutron: Boy Genius (2001),John A. Davis,Debi Derryberry / Megan Cavanagh / Mark DeCarlo,Action / Adventure / Animation / Comedy / Family / Fantasy / Science Fiction,80936232,5.6,12.739721
The Rundown (2003),Peter Berg,Dwayne Johnson / Seann William Scott / Rosario Dawson,Adventure / Action / Comedy / Thriller,80916492,6.4,24.107835
Hostel (2005),Eli Roth,Jay Hernandez / Derek Richardson / Eythor Gudjonsson,Horror,80578934,5.7,38.83192
Hot Fuzz (2007),Edgar Wright,Simon Pegg / Nick Frost / Jim Broadbent,Crime / Action / Comedy,80573774,7.4,38.623178
Vampires Suck (2010),Jason Friedberg,Chris Riggi / Matt Lanter / Jenn Proske,Horror / Comedy,80547866,4.2,17.165039
Muppets Most Wanted (2014),James Bobin,Ricky Gervais / Ty Burrell / Tina Fey,Comedy / Adventure / Crime / Family,80383290,6.2,14.808304
Nacho Libre (2006),Jared Hess,Jack Black / Ana de la Reguera / Héctor Jiménez,Comedy / Family,80197993,5.6,14.642055
Finding Forrester (2000),Gus Van Sant,Sean Connery / Rob Brown / F. Murray Abraham,Drama,80049764,7.0,19.043286
Footloose (1984),Herbert Ross,Kevin Bacon / John Lithgow / Dianne Wiest,Drama / Family / Music / Romance,80035402,6.4,25.03414
Exit Wounds (2001),Andrzej Bartkowiak,Steven Seagal / DMX / Isaiah Washington,Action / Crime / Thriller,79958599,5.3,12.601306
The Golden Child (1986),Michael Ritchie,Eddie Murphy / Charles Dance / Charlotte Lewis,Action / Adventure / Comedy,79817939,5.6,15.26213
What to Expect When You're Expecting (2012),Kirk Jones,Cameron Diaz / Jennifer Lopez / Elizabeth Banks,Romance / Comedy / Drama,79700000,5.8,27.009723
WarGames (1983),John Badham,Matthew Broderick / Dabney Coleman / Ally Sheedy,Thriller / Science Fiction,79567667,7.0,23.161754
"Good bye, Lenin! (2003)",Wolfgang Becker,Daniel Brühl / Katrin Sass / Chulpan Khamatova,Comedy / Drama / Romance,79384880,7.4,11.086001
Conan the Barbarian (1982),John Milius,Arnold Schwarzenegger / James Earl Jones / Max von Sydow,Adventure / Fantasy / Action,79114085,6.6,31.802807
From Russia with Love (1963),Terence Young,Sean Connery / Daniela Bianchi / Pedro Armendáriz,Action / Thriller / Adventure,78898765,6.9,41.298723
If I Stay (2014),R.J. Cutler,Chloë Grace Moretz / Jamie Blackley / Liana Liberato,Drama,78874843,7.3,31.162838
The Boss (2016),Ben Falcone,Melissa McCarthy / Peter Dinklage / Kristen Bell,Comedy,78636257,5.5,20.55509
Collateral Damage (2002),Andrew Davis,Arnold Schwarzenegger / Francesca Neri / Elias Koteas,Action / Thriller / Drama,78382433,5.5,18.827753
Scary Movie 5 (2013),Malcolm D. Lee,Simon Rex / Ashley Tisdale / Charlie Sheen,Comedy,78378744,4.6,36.819044
The Terminator (1984),James Cameron,Arnold Schwarzenegger / Michael Biehn / Linda Hamilton,Action / Thriller / Science Fiction,78371200,7.3,74.234793
Priest (2011),Scott Stewart,Paul Bettany / Karl Urban / Cam Gigandet,Action / Science Fiction / Fantasy / Thriller / Horror,78309131,5.4,28.350927
Drive (2011),Nicolas Winding Refn,Ryan Gosling / Carey Mulligan / Bryan Cranston,Drama / Action / Thriller / Crime,78054825,7.4,49.294864
Exorcist: The Beginning (2004),Renny Harlin,Stellan Skarsgård / Izabella Scorupco / James D'Arcy,Horror / Mystery / Thriller,78000586,4.7,15.761384
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Michael Pressman,Paige Turco / David Warner / Michelan Sisti,Science Fiction / Adventure / Action / Comedy / Family,78000000,5.8,15.505137
Hostage (2005),Florent-Emilio Siri,Bruce Willis / Kevin Pollak / Jimmy Bennett,Mystery / Drama / Thriller / Crime,77944725,6.2,23.663713
The Sentinel (2006),Clark Johnson,Michael Douglas / Kiefer Sutherland / Eva Longoria,Action / Thriller / Crime,77920346,5.8,15.352807
Out of Sight (1998),Steven Soderbergh,George Clooney / Jennifer Lopez / Ving Rhames,Romance / Comedy / Crime,77745568,6.5,16.000178
Gandhi (1982),Richard Attenborough,Ben Kingsley / Candice Bergen / Edward Fox,Drama / History,77737889,7.4,35.227212
Sinister (2012),Scott Derrickson,Ethan Hawke / Juliet Rylance / Vincent D'Onofrio,Horror / Thriller / Mystery,77712439,6.7,41.045084
Windtalkers (2002),John Woo,Nicolas Cage / Adam Beach / Peter Stormare,Drama / Action / History / War,77628265,5.8,18.714197
The Number 23 (2007),Joel Schumacher,Jim Carrey / Virginia Madsen / Logan Lerman,Thriller / Drama / Mystery,77566815,6.3,23.197408
Serendipity (2001),Peter Chelsom,John Cusack / Kate Beckinsale / Jeremy Piven,Comedy / Romance,77516304,6.6,14.530803
The Back-Up Plan (2010),Alan Poul,Jennifer Lopez / Alex O'Loughlin / Danneel Ackles,Comedy / Romance,77477008,5.7,18.38292
The Grey (2012),Joe Carnahan,Liam Neeson / Dermot Mulroney / Frank Grillo,Action / Drama / Thriller,77278331,6.4,48.552871
There Will Be Blood (2007),Paul Thomas Anderson,Daniel Day-Lewis / Paul Dano / Dillon Freasier,Drama,77208711,7.9,37.817905
Diary of a Wimpy Kid: Dog Days (2012),David Bowers,Zachary Gordon / Robert Capron / Devon Bostick,Comedy / Family,77112176,6.0,13.410919
Miracles from Heaven (2016),Patricia Riggen,Jennifer Garner / Kylie Rogers / Martin Henderson,Drama,77000000,6.7,10.248439
Shin Godzilla (2016),Hideaki Anno,Hiroki Hasegawa / Yutaka Takenouchi / Satomi Ishihara,Action / Adventure / Drama / Horror / Science Fiction,77000000,6.5,9.476999
Stealth (2005),Rob Cohen,Josh Lucas / Jessica Biel / Jamie Foxx,Action,76932943,4.9,17.88953
Coach Carter (2005),Thomas Carter,Samuel L. Jackson / Rob Brown / Robert Ri'chard,Drama,76669806,7.3,23.234651
The Muppet Movie (1979),James Frawley,Jim Henson / Frank Oz / Jerry Nelson,Adventure / Comedy / Family,76657000,7.0,10.639916
The Book Thief (2013),Brian Percival,Geoffrey Rush / Sophie Nélisse / Emily Watson,Drama,76586316,7.4,57.84156
Bend It Like Beckham (2002),Gurinder Chadha,Parminder Nagra / Keira Knightley / Jonathan Rhys Meyers,Comedy / Drama / Romance,76578641,6.2,22.054546
The Unborn (2009),David S. Goyer,Odette Annable / Gary Oldman / Meagan Good,Horror / Thriller / Mystery,76514050,4.8,15.788784
Bad Santa (2003),Terry Zwigoff,Billy Bob Thornton / Tony Cox / Brett Kelly,Drama / Comedy / Crime,76488889,6.5,26.58873
The Road to El Dorado (2000),Don Michael Paul,Kenneth Branagh / Kevin Kline / Rosie Perez,Adventure / Animation / Comedy / Family,76432727,7.0,37.054554
United 93 (2006),Paul Greengrass,J.J. Johnson / Polly Adams / Trish Gates,Drama / History / Crime / Thriller / Action,76286096,6.9,17.50138
The Untouchables (1987),Brian De Palma,Kevin Costner / Sean Connery / Charles Martin Smith,Crime / Drama / History / Thriller,76270454,7.6,38.272889
The Newton Boys (1998),Richard Linklater,Matthew McConaughey / Skeet Ulrich / Ethan Hawke,Crime / Action / Drama,76000000,5.9,3.123583
The Ides of March (2011),George Clooney,Ryan Gosling / George Clooney / Philip Seymour Hoffman,Drama,75993061,6.5,20.317469
Cruel Intentions (1999),Roger Kumble,Sarah Michelle Gellar / Ryan Phillippe / Reese Witherspoon,Drama / Romance / Thriller,75902208,6.6,23.449703
Superman III (1983),Richard Lester,Christopher Reeve / Richard Pryor / Jackie Cooper,Comedy / Action / Adventure / Fantasy / Science Fiction,75850624,5.3,22.164202
Barbershop (2002),Tim Story,Ice Cube / Anthony Anderson / Cedric the Entertainer,Comedy / Drama,75781642,6.2,10.297189
Dreamcatcher (2003),Lawrence Kasdan,Morgan Freeman / Thomas Jane / Jason Lee,Drama / Horror / Science Fiction / Thriller,75715436,5.3,26.792794
Diary of a Wimpy Kid (2010),Thor Freudenthal,Zachary Gordon / Robert Capron / Rachael Harris,Comedy / Family,75700498,5.9,21.095489
The Rookie (2002),John Lee Hancock,Dennis Quaid / Rachel Griffiths / Beth Grant,Drama / Family,75597042,6.5,11.263361
Stomp the Yard (2007),Sylvain White,Columbus Short / Meagan Good / Ne-Yo,Drama / Music,75511123,6.1,6.92205
30 Days of Night (2007),David Slade,Josh Hartnett / Melissa George / Ben Foster,Horror / Thriller,75505973,6.2,33.394082
The Last of the Mohicans (1992),Michael Mann,Daniel Day-Lewis / Madeleine Stowe / Russell Means,Action / Adventure / Drama / History / Romance / War,75505856,7.1,37.776566
The Change-Up (2011),David Dobkin,Olivia Wilde / Ryan Reynolds / Jason Bateman,Comedy,75450437,5.9,32.015477
The Count of Monte Cristo (2002),Kevin Reynolds,Jim Caviezel / Guy Pearce / Richard Harris,Action / Adventure / Drama / Thriller,75395048,7.3,26.595983
Revolutionary Road (2008),Sam Mendes,Leonardo DiCaprio / Kate Winslet / Michael Shannon,Drama / Romance,75225693,6.7,20.360549
The Ghost and the Darkness (1996),Stephen Hopkins,Michael Douglas / Val Kilmer / Tom Wilkinson,Adventure,75000000,6.4,12.46525
Easy A (2010),Will Gluck,Emma Stone / Stanley Tucci / Amanda Bynes,Comedy,74952305,6.7,45.395839
Edge of Darkness (2010),Martin Campbell,Mel Gibson / Ray Winstone / Danny Huston,Crime / Drama / Mystery / Thriller,74901339,6.2,24.657931
The Prince of Tides (1991),Barbra Streisand,Nick Nolte / Barbra Streisand / Blythe Danner,Drama / Romance,74787599,5.9,3.845231
Random Hearts (1999),Sydney Pollack,Harrison Ford / Kristin Scott Thomas / Charles S. Dutton,Drama / Romance,74608570,5.3,4.137237
Escape from Planet Earth (2013),Callan Brunker,Brendan Fraser / Rob Corddry / Ricky Gervais,Animation / Comedy / Adventure / Family / Science Fiction,74597643,5.7,18.14218
From Hell (2001),Albert Hughes,Johnny Depp / Heather Graham / Ian Holm,Horror / Mystery / Thriller,74558115,6.6,26.134678
Ladder 49 (2004),Jay Russell,Joaquin Phoenix / John Travolta / Jacinda Barrett,Drama / Action / Thriller,74541707,6.2,10.99991
Elizabeth: The Golden Age (2007),Shekhar Kapur,Cate Blanchett / Clive Owen / Geoffrey Rush,Drama / History / Romance,74237563,6.6,15.274137
The Core (2003),Jon Amiel,Aaron Eckhart / Hilary Swank / Delroy Lindo,Action / Thriller / Adventure / Science Fiction,74208267,5.4,29.211255
August: Osage County (2013),John Wells,Meryl Streep / Julia Roberts / Chris Cooper,Comedy / Drama,74188937,6.9,20.561682
Amistad (1997),Steven Spielberg,Morgan Freeman / Nigel Hawthorne / Anthony Hopkins,Drama / History / Mystery,74000000,6.8,3.698276
The Hurricane (1999),Norman Jewison,Denzel Washington / Vicellous Reon Shannon / Deborah Kara Unger,Drama,73956241,7.2,20.825781
Death Race (2008),Paul W.S. Anderson,Jason Statham / Joan Allen / Ian McShane,Action / Thriller / Science Fiction,73762516,6.0,42.57877
Deep Blue Sea (1999),Renny Harlin,Thomas Jane / Saffron Burrows / LL Cool J,Action / Science Fiction / Thriller,73648228,5.6,22.991269
Beetlejuice (1988),Tim Burton,Geena Davis / Alec Baldwin / Winona Ryder,Fantasy / Comedy,73326666,7.1,58.553213
The Kite Runner (2007),Marc Forster,Khalid Abdalla / Atossa Leoni / Shaun Toub,Drama,73276047,7.3,10.446722
To Rome with Love (2012),Woody Allen,Ellen Page / Woody Allen / Jesse Eisenberg,Romance / Comedy,73244881,5.6,15.013386
"Dude, Where’s My Car? (2000)",Danny Leiner,Ashton Kutcher / Seann William Scott / Kristy Swanson,Comedy,73180723,5.2,25.316146
Righteous Kill (2008),Jon Avnet,Robert De Niro / Carla Gugino / 50 Cent,Action / Crime / Drama / Thriller,73174566,5.9,18.380176
Here Comes the Boom (2012),Frank Coraci,Salma Hayek / Kevin James / Henry Winkler,Comedy,73100172,6.0,26.799913
Hotel for Dogs (2009),Thor Freudenthal,Emma Roberts / Jake T. Austin / Don Cheadle,Comedy / Family,73034460,5.7,13.25753
Barnyard (2006),Steve Oedekerk,Courteney Cox / Kevin James / Sam Elliott,Animation / Comedy / Family,72779000,5.3,10.430832
Jackass Number Two (2006),Jeff Tremaine,Johnny Knoxville / Bam Margera / Steve-O,Action / Comedy / Documentary,72778712,6.4,11.227087
The One (2001),James Wong,Jet Li / Jason Statham / Carla Gugino,Action / Science Fiction / Thriller,72700000,5.7,21.746245
The Transporter Refueled (2015),Camille Delamarre,Ed Skrein / Ray Stevenson / Loan Chabanol,Thriller / Action / Crime,72629670,5.2,25.002715
Urban Legend (1998),Jamie Blanks,Alicia Witt / Jared Leto / Rebecca Gayheart,Horror / Thriller,72527595,5.6,12.159009
A Nightmare on Elm Street 4: The Dream Master (1988),Renny Harlin,Robert Englund / Tuesday Knight / Ken Sagoes,Horror / Thriller,72500000,5.8,17.113408
Mirrors (2008),Alexandre Aja,Kiefer Sutherland / Paula Patton / Amy Smart,Horror / Mystery / Thriller,72436439,6.0,19.774543
Diary of a Wimpy Kid: Rodrick Rules (2011),David Bowers,Zachary Gordon / Devon Bostick / Rachael Harris,Family / Comedy,72417394,6.3,14.329891
Eternal Sunshine of the Spotless Mind (2004),Michel Gondry,Jim Carrey / Kate Winslet / Kirsten Dunst,Science Fiction / Drama / Romance,72258126,7.9,56.481487
Around the World in 80 Days (2004),Frank Coraci,Jackie Chan / Steve Coogan / Cécile de France,Action / Adventure / Comedy,72178895,5.7,22.643776
Babylon A.D. (2008),Mathieu Kassovitz,Vin Diesel / Michelle Yeoh / Mélanie Thierry,Action / Adventure / Science Fiction / Thriller,72108608,5.4,27.568194
My Fair Lady (1964),George Cukor,Audrey Hepburn / Rex Harrison / Stanley Holloway,Drama / Family / Music / Romance,72070731,7.4,20.786616
"O Brother, Where Art Thou? (2000)",Joel Coen,George Clooney / John Turturro / Tim Blake Nelson,Action / Adventure / Comedy,71868327,7.3,39.742009
RED (2010),Robert Schwentke,Bruce Willis / John Malkovich / Helen Mirren,Action / Adventure / Comedy / Crime / Thriller,71664962,6.6,41.430245
The Best Man Holiday (2013),Malcolm D. Lee,Terrence Howard / Harold Perrineau / Morris Chestnut,Comedy,71625195,6.7,7.210095
Run All Night (2015),Jaume Collet-Serra,Liam Neeson / Ed Harris / Joel Kinnaman,Action / Crime / Drama / Mystery / Thriller,71561644,6.3,74.64653
What Dreams May Come (1998),Vincent Ward,Robin Williams / Cuba Gooding Jr. / Annabella Sciorra,Drama / Fantasy / Romance,71485043,6.8,21.891078
The Royal Tenenbaums (2001),Wes Anderson,Gene Hackman / Anjelica Huston / Ben Stiller,Comedy / Drama,71441250,7.4,24.13081
"I, Frankenstein (2014)",Stuart Beattie,Aaron Eckhart / Yvonne Strahovski / Bill Nighy,Horror / Thriller,71154592,5.0,31.324734
xXx: State of the Union (2005),Lee Tamahori,Ice Cube / Samuel L. Jackson / Willem Dafoe,Action / Adventure / Crime / Drama / Mystery / Thriller,71073932,4.7,36.689223
The Score (2001),Frank Oz,Robert De Niro / Edward Norton / Marlon Brando,Action / Crime / Thriller,71069884,6.7,22.572323
The Counselor (2013),Ridley Scott,Michael Fassbender / Cameron Diaz / Javier Bardem,Thriller / Crime / Drama,71009334,5.0,35.022029
Cleopatra (1963),Joseph L. Mankiewicz,Elizabeth Taylor / Richard Burton / Rex Harrison,Drama / History / Romance,71000000,6.7,13.244365
Anacondas: The Hunt for the Blood Orchid (2004),Dwight H. Little,Johnny Messner / KaDee Strickland / Matthew Marsden,Adventure / Action / Horror / Science Fiction / Thriller,70992898,4.9,9.855474
Groundhog Day (1993),Harold Ramis,Bill Murray / Andie MacDowell / Chris Elliott,Romance / Fantasy / Drama / Comedy,70906973,7.4,52.744331
Firefox (1982),Clint Eastwood,Clint Eastwood / Freddie Jones / David Huffman,Science Fiction / Action / Adventure / Thriller,70687344,5.5,8.700565
The House Bunny (2008),Fred Wolf,Anna Faris / Emma Stone / Kat Dennings,Romance / Comedy,70442940,5.6,25.838073
Star Trek V: The Final Frontier (1989),William Shatner,William Shatner / Leonard Nimoy / DeForest Kelley,Science Fiction / Action / Adventure / Thriller,70200000,5.6,19.578249
Think Like a Man Too (2014),Tim Story,Adam Brody / Michael Ealy / Jerry Ferrara,Comedy / Romance,70181428,6.4,15.237142
Boomerang (1992),Reginald Hudlin,Eddie Murphy / Robin Givens / Halle Berry,Comedy / Romance,70100000,5.4,6.420434
A Cinderella Story (2004),Mark Rosman,Hilary Duff / Jennifer Coolidge / Chad Michael Murray,Comedy,70067909,6.1,25.28132
3:10 to Yuma (2007),James Mangold,Russell Crowe / Christian Bale / Logan Lerman,Western,70016220,6.9,48.801089
The Lives of Others (2006),Florian Henckel von Donnersmarck,Martina Gedeck / Ulrich Mühe / Sebastian Koch,Drama / Thriller,70000000,7.9,34.938177
Halloween (1978),John Carpenter,Donald Pleasence / Jamie Lee Curtis / P.J. Soles,Horror / Thriller,70000000,7.4,30.301307
Lawrence of Arabia (1962),David Lean,Peter O'Toole / Alec Guinness / Anthony Quinn,Adventure / Drama / History / War,69995385,7.8,41.286336
Children of Men (2006),Alfonso Cuarón,Clive Owen / Michael Caine / Julianne Moore,Drama / Action / Thriller / Science Fiction,69959751,7.4,35.387874
Curious George (2006),Matthew O'Callaghan,Will Ferrell / Drew Barrymore / David Cross,Adventure / Animation / Comedy / Family,69834815,6.2,9.894346
21 (2008),Robert Luketic,Jim Sturgess / Kevin Spacey / Kate Bosworth,Drama / Crime,69823199,6.5,45.149948
Splash (1984),Ron Howard,Tom Hanks / Daryl Hannah / Eugene Levy,Comedy / Fantasy / Romance,69821334,6.1,21.735068
The Best Little Whorehouse in Texas (1982),Colin Higgins,Burt Reynolds / Dolly Parton / Dom DeLuise,Comedy,69701637,5.9,4.189378
The Kid (2000),Jon Turteltaub,Bruce Willis / Spencer Breslin / Emily Mortimer,Fantasy / Comedy / Family,69700000,6.0,18.281798
Without a Paddle (2004),Steven Brill,Seth Green / Matthew Lillard / Dax Shepard,Action / Adventure / Comedy / Thriller,69631118,5.3,8.584398
The Hills Have Eyes (2006),Alexandre Aja,Aaron Stanford / Kathleen Quinlan / Vinessa Shaw,Horror / Thriller,69623713,6.1,35.107857
Because I Said So (2007),Michael Lehmann,Diane Keaton / Mandy Moore / Gabriel Macht,Comedy,69485490,5.8,18.678415
The Adventures of Sharkboy and Lavagirl (2005),Robert Rodriguez,Taylor Lautner / Taylor Dooley / Cayden Boyd,Adventure / Family / Science Fiction,69425966,4.4,12.31101
13 Hours: The Secret Soldiers of Benghazi (2016),Michael Bay,James Badge Dale / John Krasinski / Max Martini,Action / Drama / History / Thriller / War,69411370,7.0,42.526529
License to Wed (2007),Ken Kwapis,Robin Williams / Mandy Moore / John Krasinski,Comedy,69307224,5.2,14.503568
Babe: Pig in the City (1998),George Miller,James Cromwell / Mary Stein / Mickey Rooney,Adventure / Comedy / Drama / Family / Fantasy,69131860,5.2,11.356079
Takers (2010),John Luessenhop,Chris Brown / Hayden Christensen / Matt Dillon,Action / Crime / Drama / Thriller,69055695,6.0,18.47242
Anna Karenina (2012),Joe Wright,Keira Knightley / Jude Law / Aaron Taylor-Johnson,Drama / Romance,68929150,6.5,26.38704
Guess Who (2005),Kevin Rodney Sullivan,Bernie Mac / Ashton Kutcher / Zoe Saldana,Comedy / Romance,68915888,5.5,3.74263
Brick Mansions (2014),Camille Delamarre,Paul Walker / David Belle / RZA,Action / Crime / Drama,68896829,5.7,25.520976
House of Wax (2005),Jaume Collet-Serra,Elisha Cuthbert / Paris Hilton / Brian Van Holt,Horror,68766121,5.5,17.157738
The Men Who Stare at Goats (2009),Grant Heslov,George Clooney / Ewan McGregor / Jeff Bridges,Comedy / War,68729358,5.9,20.69219
Witness (1985),Peter Weir,Harrison Ford / Kelly McGillis / Josef Sommer,Crime / Drama / Romance / Thriller,68706993,7.0,19.195399
2001: A Space Odyssey (1968),Stanley Kubrick,Keir Dullea / Gary Lockwood / William Sylvester,Science Fiction / Mystery / Adventure,68700000,7.9,86.201184
The Sweetest Thing (2002),Roger Kumble,Cameron Diaz / Christina Applegate / Thomas Jane,Romance / Comedy,68696770,5.3,18.65632
